b1,b3,b4,b5,b9a,b9b,b10a,b14a,b14b,b14c,b14d,b14e,b14f,b15,b16,b17,b18,b19,b20,b23,b24,b29,b30,b49,b50,b52a,b52b,b52c,b52d
430,1,11,15,2,,31,1,1,1,2,2,2,1,26,2,1,2,3,5,3,6,6,0.1,2,0,2,40,50
428,1,11,16,7,,,,,,,,,,,,,,,,,,,,,,,,
424,1,11,17,2,,18,2,2,2,2,2,2,1,31,1,1,2,3,4,2,5,6,0.004,2,54,150,60,200
425,1,11,18,2,,7,2,2,2,2,2,2,1,50,1,1,4,2,6,2,2,2,2,2,10,20,1,0
422,1,11,19,2,,6,1,2,2,2,2,2,1,32,1,1,2,3,4,2,6,7,1,2,16,0,4,3
429,1,11,20,2,,1,2,2,2,2,2,2,1,49,2,1,2,3,4,3,2,2,1,2,3,5,0,0
429,1,11,21,2,,7,2,2,2,2,2,2,1,24,1,1,2,3,5,3,1,1,1,2,1,0,0,0
425,1,11,22,2,,10,2,2,1,2,2,2,1,34,2,1,1,3,4,3,3,2,0.1,2,20,8,2,1
430,1,11,23,2,,31,1,1,1,2,2,2,1,28,2,1,2,3,4,3,4,4,0.2,2,3,8,20,15
428,1,11,24,2,,7,2,2,2,2,2,2,1,29,1,1,2,2,6,3,1,1,1.5,3,2,3,5,2
421,1,11,25,2,,1,2,2,1,2,2,2,1,32,1,2,5,3,6,4,2,1,1,1,0,2,3,2
421,1,11,26,2,,7,2,2,2,2,2,2,1,37,1,1,2,3,7,1,6,6,1,2,12,1,10,6
430,1,11,27,2,,31,1,1,1,2,2,2,1,32,1,1,2,3,100,3,7,7,0.1,3,4,12,80,60
421,1,11,28,2,,31,2,2,2,2,2,2,1,35,1,1,2,3,4,1,2,1,1,2,30,10,14,7
429,1,11,29,2,,10,2,2,2,2,2,2,1,35,1,1,2,1,6,1,3,1,2,3,2,2,4,2
428,1,11,30,2,,1,2,2,2,2,2,2,1,28,2,1,2,2,6,4,4,3,1,2,0,2,0,0
421,1,11,31,2,,15,2,2,2,2,2,2,1,19,1,1,2,3,6,2,4,2,1,2,3,0,20,5
427,1,11,32,2,,7,2,2,2,2,2,2,1,25,2,1,2,3,5,4,2,2,,2,6,3,6,2
425,1,11,33,2,,1,2,2,2,2,2,2,1,28,1,1,2,3,100,3,3,3,0.1,2,5,10,0,0
430,1,11,34,2,,24,2,2,2,2,2,2,1,48,1,1,2,3,2,3,2,1,,2,20,25,11,5
425,1,11,35,7,,,,,,,,,,,,,,,,,,,,,,,,
424,1,11,36,2,,31,2,2,1,2,2,2,1,36,1,1,2,3,5,1,2,1,0.003,2,1,1,3,1
424,1,11,37,3,,7,,,,,,,,,,,,,,,,,,,,,,
428,1,11,38,4,,7,,,,,,,,,,,,,,,,,,,,,,
421,1,11,39,2,,31,2,2,2,2,2,2,1,40,1,1,2,3,5,2,4,5,1,2,15,2,17,20
429,1,11,40,2,,22,2,2,2,2,2,2,1,27,1,2,3,3,6,1,4,4,,2,0,0,50,58
427,1,11,41,2,,7,2,2,2,2,2,2,1,23,2,1,2,3,888,,1,1,,2,0,2,0,1
423,1,11,42,2,,19,2,2,1,2,2,2,1,30,2,1,2,3,100,2,8,9,1,2,15,20,0,0
427,1,11,43,2,,8,2,2,2,2,2,2,1,30,2,2,1,888,888,,888,888,,2,0,0,0,1
422,1,11,44,2,,15,2,2,2,2,2,2,1,28,1,1,2,2,100,2,2,1,0.005,1,1,0,17,3
421,1,11,45,2,,10,2,2,2,2,2,2,1,40,1,1,1,3,4,2,3,4,1,2,9,2,0,0
425,1,11,46,2,,7,2,2,1,2,2,2,1,28,1,1,3,3,6,3,2,2,0.5,1,2,2,1,1
422,1,11,47,2,,1,2,2,1,2,2,2,1,20,1,1,2,3,4,4,5,6,1,2,2,2,0,0
429,1,11,48,2,,31,2,2,2,2,2,2,1,27,1,1,2,3,4,1,8,9,1,3,30,8,50,40
430,1,11,49,2,,31,1,1,1,2,2,2,1,34,2,1,1,3,6,2,7,7,0.1,2,10,20,100,90
422,1,11,50,2,,1,2,2,2,2,2,2,1,41,1,1,1,3,1,3,2,1,0.002,2,1,2,0,0
429,1,11,51,2,,1,2,2,2,2,2,2,1,45,1,1,2,2,5,3,3,1,888,3,3,3,2,0
429,1,11,52,2,,1,2,2,2,2,2,2,1,32,2,1,2,888,5,4,2,3,888,2,3,5,5,0
425,1,11,53,2,,7,2,2,2,2,2,2,1,35,2,1,2,3,2,2,2,2,1,1,1,5,0,0
429,1,11,54,7,,,,,,,,,,,,,,,,,,,,,,,,
429,1,11,55,2,,1,2,2,2,2,2,2,1,55,1,1,2,3,6,3,2,3,1,3,8,1,7,1
423,1,11,56,7,,,,,,,,,,,,,,,,,,,,,,,,
427,1,11,57,2,,7,2,2,2,2,2,2,1,25,2,1,1,3,6,4,1,1,0.03,2,0,1,0,0
421,1,11,58,2,,1,2,2,1,2,2,2,1,51,1,1,2,3,4,4,2,1,1,2,4,3,8,2
428,1,11,59,2,,1,2,1,1,2,2,2,1,29,1,1,2,3,4,4,4,3,1,3,3,6,12,5
424,1,11,60,2,,7,2,2,2,2,2,2,1,27,1,1,1,3,4,3,2,3,1,2,2,7,8,3
428,1,11,61,2,,7,2,2,2,2,2,2,1,35,1,1,2,3,4,2,2,2,1.5,3,2,3,4,1
422,1,11,62,2,,1,2,2,2,2,2,2,1,29,1,1,2,3,5,3,2,1,1,2,1,2,2,0
424,1,11,63,2,,1,2,2,2,2,2,2,1,42,1,1,1,3,4,3,2,1,888,2,2,5,4,2
430,1,11,64,2,,7,,,,,,,2,,,,,,,,,,,,,,,
427,1,11,65,2,,13,,,,,,,2,,,,,,,,,,,,,,,
425,1,11,66,2,,7,2,2,2,2,2,2,1,28,1,1,2,3,6,2,3,3,1,2,1,1,1,0
422,1,11,67,2,,20,2,2,2,2,2,2,1,26,1,1,2,3,4,1,2,3,1,1,2,3,5,1
424,1,11,68,2,,7,2,2,2,2,2,2,1,51,1,1,2,3,1,3,1,1,0.002,2,1,8,0,0
427,1,11,69,2,,7,2,2,2,2,2,2,1,29,2,1,2,3,4,1,2,3,,2,8,2,1,0
423,1,11,70,2,,13,2,1,1,2,2,2,1,38,1,1,2,3,100,1,6,1,1,3,25,6,0,0
427,1,11,71,2,,10,2,2,2,2,2,2,1,47,2,1,1,3,100,888,,,,1,0,1,0,0
423,1,11,72,1,,,,,,,,,,,,,,,,,,,,,,,,
427,1,11,73,2,,1,2,2,1,2,2,2,1,25,2,1,2,1,100,2,2,1,,2,0,1,4,1
423,1,11,74,2,,23,2,2,2,2,2,2,1,46,1,1,2,3,100,1,1,1,,2,3,5,0,0
422,1,11,75,2,,7,2,2,2,2,2,2,1,30,1,1,2,3,4,1,2,1,1,1,3,0,3,4
428,1,11,76,2,,7,2,2,1,2,2,2,1,72,1,1,2,3,4,100,1,1,1,3,1,0,2,1
428,1,11,77,2,,31,2,2,1,2,2,2,1,22,1,2,2,3,100,1,8,8,1,2,0,0,0,0
424,1,11,78,2,,1,2,2,2,2,2,2,1,36,2,1,2,3,2,3,2,1,1,2,3,5,8,1
422,1,11,79,2,,31,2,2,2,2,2,2,1,23,1,1,2,3,1,1,5,6,0.01,2,9,0,7,10
424,1,11,80,2,,1,2,2,2,2,2,2,1,40,2,1,2,3,4,4,4,5,0.01,2,3,7,52,60
421,1,11,81,2,,10,2,2,2,2,2,2,1,33,1,1,1,3,3,1,3,3,2,2,6,6,20,15
429,1,11,82,1,,,,,,,,,,,,,,,,,,,,,,,,
430,1,11,83,1,,,,,,,,,,,,,,,,,,,,,,,,
444,4,12,1,2,,1,2,2,2,2,2,2,1,33,2,1,2,1,5,3,4,5,1,2,0,1,11,5
444,4,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2,4,12,3,1,,,,,,,,,,,,,,,,,,,,,,,,
9,4,12,4,3,,25,,,,,,,,,,,,,,,,,,,,,,
2,4,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,
444,4,12,6,2,,1,1,2,1,2,2,2,1,37,2,1,2,3,3,1,3,4,1,2,3,3,6,5
444,4,12,7,5,,1,,,,,,,2,,,,,,,,,,,,,,,
444,4,12,8,2,,31,2,2,2,2,2,2,1,23,2,1,2,3,1,3,1,1,,2,0,1,12,3
444,4,12,9,5,8888,,,,,,,,,,,,,,,,,,,,,,,
9,4,12,10,5,83,,,,,,,,,,,,,,,,,,,,,,,
444,4,12,11,3,,7,,,,,,,,,,,,,,,,,,,,,,
448,4,12,12,2,,1,2,2,2,2,2,2,1,20,1,2,2,3,6,4,1,1,2,2,3,1,30,10
448,4,12,13,2,,1,2,2,2,2,2,2,1,41,2,1,1,3,5,2,1,1,1,2,0,1,10,5
14,4,12,14,1,,,,,,,,,,,,,,,,,,,,,,,,
448,4,12,15,2,,31,2,2,2,2,2,2,1,40,2,2,2,3,1,1,2,2,,2,5,1,20,5
448,4,12,16,2,,1,2,2,2,2,2,2,1,28,2,1,1,3,5,1,1,1,1,2,1,1,10,5
448,4,12,17,1,,,,,,,,,,,,,,,,,,,,,,,,
2,4,12,18,2,,1,2,2,2,2,2,2,1,22,2,1,5,3,888,,888,888,,1,0,1,0,0
448,4,12,19,2,,1,2,2,2,2,2,2,1,47,1,1,2,3,1,2,1,1,1,2,0,1,10,6
448,4,12,20,2,,1,2,2,2,2,2,2,1,25,2,2,2,3,5,4,2,2,1,2,1,2,20,15
447,4,12,21,2,,7,2,2,2,2,2,2,1,38,2,1,2,3,4,3,3,2,1,2,1,3,0,0
447,4,12,22,2,,7,2,2,2,2,2,2,1,40,2,1,2,3,1,4,2,2,1,1,0,0,5,6
9,4,12,23,1,,,,,,,,,,,,,,,,,,,,,,,,
2,4,12,24,1,,,,,,,,,,,,,,,,,,,,,,,,
9,4,12,25,1,,,,,,,,,,,,,,,,,,,,,,,,
447,4,12,26,2,,31,2,2,2,2,2,2,1,27,1,1,2,1,5,3,6,1,1,2,3,2,8,0
9,4,12,27,1,,,,,,,,,,,,,,,,,,,,,,,,
447,4,12,28,2,,15,2,2,2,2,2,2,1,47,1,1,2,2,7,2,3,1,1,2,1,0,5,3
447,4,12,29,2,,15,2,2,2,2,2,2,1,18,1,1,2,3,5,3,6,1,1,2,1,0,12,3
442,4,12,30,2,,1,2,2,2,2,2,2,1,53,2,1,1,2,6,3,2,3,1,2,0,1,1,1
442,4,12,31,2,,1,2,2,2,2,2,2,1,34,2,1,1,2,6,2,3,2,1,2,1,5,2,0
9,4,12,32,2,,20,2,2,2,2,2,2,1,20,2,1,2,3,6,2,1,1,5,3,3,5,5,6
9,4,12,33,1,,,,,,,,,,,,,,,,,,,,,,,,
442,4,12,34,2,,1,2,2,2,2,2,2,1,41,1,1,1,2,1,3,1,2,888,2,5,5,2,5
442,4,12,35,2,,1,2,2,2,2,2,2,1,26,1,1,1,3,1,3,1,2,2,2,5,0,6,6
442,4,12,36,2,,1,2,2,2,2,2,2,1,25,1,1,1,2,1,4,6,5,2,2,4,6,2,5
442,4,12,37,2,,1,2,2,2,2,2,2,1,20,2,1,1,2,6,3,2,2,1,2,0,1,1,0
442,4,12,38,2,,1,2,2,2,2,2,2,1,27,2,1,2,2,1,1,2,2,1,2,0,3,0,3
446,4,12,39,1,,,,,,,,,,,,,,,,,,,,,,,,
9,4,12,40,2,,7,1,1,1,2,2,2,1,29,2,1,3,3,6,3,1,1,4,2,2,5,2,2
446,4,12,41,1,,,,,,,,,,,,,,,,,,,,,,,,
446,4,12,42,2,,4,2,2,1,2,2,2,1,24,2,1,2,3,5,3,8,9,1,3,0,500,40,0
446,4,12,43,2,,1,2,2,2,2,2,2,1,20,2,1,2,2,1,1,4,2,,2,0,1,9,0
446,4,12,44,2,,1,2,2,2,2,2,2,1,36,2,1,2,1,100,3,2,2,1,1,0,1,11,4
446,4,12,45,1,,,,,,,,,,,,,,,,,,,,,,,,
446,4,12,46,2,,1,2,2,2,2,2,2,1,21,2,1,2,1,999,,2,2,1,1,1,2,4,0
449,4,12,47,2,,1,2,2,2,2,2,2,1,34,2,1,1,2,1,2,1,1,1,2,0,1,2,2
441,4,12,48,2,,1,2,2,2,2,2,2,1,50,1,1,1,3,6,4,1,1,0.005,3,1,0,0,0
447,4,12,49,2,,1,2,2,2,2,2,2,1,29,2,2,3,1,1,4,3,1,1,2,0,1,1,0
449,4,12,50,2,,1,2,2,2,2,2,2,1,51,1,1,2,3,1,2,1,1,1,2,2,1,3,1
449,4,12,51,2,,31,2,2,2,2,2,2,1,26,1,1,2,3,6,3,3,2,1,3,2,0,18,0
449,4,12,52,2,56,,,,,,,,,,,,,,,,,,,,,,,
449,4,12,53,2,,1,1,2,1,2,2,2,1,27,2,1,1,3,3,3,1,2,1,3,2,4,3,0
449,4,12,54,2,,31,2,2,2,2,2,2,1,26,1,1,1,3,1,1,7,8,2,3,5,3,100,150
449,4,12,55,2,,31,2,2,2,2,2,2,1,30,1,1,2,2,1,3,3,1,1,2,2,0,19,0
449,4,12,56,2,,10,2,2,2,2,2,2,1,27,2,1,3,3,1,1,8,9,1,3,6,3,600,400
449,4,12,57,2,,1,2,2,2,2,2,2,1,22,2,1,2,1,1,3,2,1,1,2,1,3,10,2
441,4,12,58,2,,14,2,2,2,2,2,2,1,23,1,2,4,3,6,2,6,4,1,2,5,0,100,50
441,4,12,59,2,,1,2,2,1,2,2,2,1,28,2,2,4,3,1,4,3,1,1,2,1,3,3,3
441,4,12,60,2,,7,2,2,1,2,2,2,1,20,2,1,1,3,1,4,1,1,1,2,2,3,3,3
441,4,12,61,2,,1,2,2,1,2,2,2,1,21,2,1,1,3,7,4,3,2,1,2,0,3,4,0
441,4,12,62,2,,31,2,2,1,2,2,2,1,27,1,1,2,3,1,2,7,6,1,2,1,0,0,0
2,4,12,63,1,,,,,,,,,,,,,,,,,,,,,,,,
441,4,12,64,2,,1,2,2,2,2,2,2,1,21,1,1,2,3,7,3,2,2,1,2,2,0,10,6
446,4,12,65,2,,1,2,2,1,2,2,2,1,28,2,1,2,1,100,2,3,2,1,1,0,2,18,2
446,4,12,66,2,,7,2,2,1,2,2,2,1,29,2,1,2,3,6,2,3,2,1,2,6,8,5,0
9,4,12,67,1,,,,,,,,,,,,,,,,,,,,,,,,
9,4,12,68,1,,,,,,,,,,,,,,,,,,,,,,,,
442,4,12,69,2,,1,2,2,2,2,2,2,1,33,1,1,3,3,1,1,1,1,,2,0,0,0,0
9,4,12,70,1,,,,,,,,,,,,,,,,,,,,,,,,
9,4,12,71,1,,,,,,,,,,,,,,,,,,,,,,,,
442,4,12,72,2,,1,2,2,2,2,2,2,1,56,1,1,1,3,1,3,1,2,1,2,0,2,1,1
448,4,12,73,4,,1,,,,,,,,,,,,,,,,,,,,,,
448,4,12,74,3,,31,,,,,,,,,,,,,,,,,,,,,,
444,4,12,75,1,,,,,,,,,,,,,,,,,,,,,,,,
444,4,12,76,2,,31,2,2,1,2,2,2,1,32,1,1,2,3,1,2,4,888,0.02,2,2,6,100,100
443,4,12,77,1,,,,,,,,,,,,,,,,,,,,,,,,
450,4,12,78,1,,,,,,,,,,,,,,,,,,,,,,,,
450,4,12,79,2,,1,1,1,2,2,2,2,1,25,2,1,2,3,5,3,2,1,1,2,1,2,1,0
450,4,12,80,2,,7,2,2,2,2,2,2,1,27,1,1,2,2,6,4,1,1,1,2,3,0,0,0
9,4,12,81,2,,1,2,2,2,2,2,2,1,56,1,1,2,3,4,3,1,1,5,2,2,6,3,8
450,4,12,82,2,,1,1,1,2,2,2,2,1,32,1,1,2,3,100,5,3,1,1,2,1,1,5,1
450,4,12,83,2,,1,2,2,2,2,2,2,1,21,2,1,2,3,6,2,4,5,1,2,2,0,12,15
443,4,12,84,1,,,,,,,,,,,,,,,,,,,,,,,,
443,4,12,85,2,,2,2,2,2,2,2,2,1,28,2,1,2,2,6,5,7,8,1,2,10,10,2,0
443,4,12,86,2,,7,2,2,2,2,2,2,1,27,2,1,2,1,7,4,2,1,1,2,0,2,2,0
9,4,12,87,2,,20,2,2,1,2,2,2,1,24,1,1,2,3,100,3,1,1,5,2,4,5,2,2
443,4,12,88,1,,,,,,,,,,,,,,,,,,,,,,,,
450,4,12,89,2,,1,1,1,2,2,2,2,1,21,2,1,2,3,7,5,3,3,1,2,5,6,4,3
443,4,12,90,2,,7,2,2,1,2,2,2,1,34,2,1,3,3,5,4,2,3,1,2,5,8,3,5
450,4,12,91,2,,1,1,1,2,2,2,2,1,32,2,1,2,3,6,5,4,3,1,2,3,2,2,0
443,4,12,92,1,,,,,,,,,,,,,,,,,,,,,,,,
443,4,12,93,2,,7,2,2,2,2,2,2,1,40,1,1,2,2,6,3,2,2,1,2,3,7,3,1
443,4,12,94,1,,,,,,,,,,,,,,,,,,,,,,,,
443,4,12,95,2,,7,2,2,2,2,2,2,1,27,2,1,2,3,6,4,1,1,1,2,3,2,1,1
495,1,13,1,2,,1,2,2,2,2,2,2,1,20,1,1,4,3,6,3,3,2,1,2,4,6,1,1
495,1,13,2,2,,1,2,2,1,2,2,2,1,38,2,1,2,3,6,2,3,1,1,2,0,3,0,1
495,1,13,3,2,,1,2,2,2,2,2,2,1,24,1,1,3,3,5,3,1,1,1,1,1,1,1,0
495,1,13,4,2,,7,2,2,2,2,2,2,1,54,2,1,3,3,2,3,1,1,2,2,2,1,1,1
495,1,13,5,5,7,,,,,,,,,,,,,,,,,,,,,,,
495,1,13,6,2,,1,2,2,2,2,2,2,1,24,1,1,2,3,2,2,1,1,1,2,1,2,0,0
495,1,13,7,2,,1,2,2,1,2,2,2,1,40,2,1,3,3,1,3,1,4,1,2,0,1,0,1
495,1,13,8,2,,1,2,2,1,2,2,2,1,23,1,1,3,3,2,4,1,1,1,2,1,1,2,2
495,1,13,9,2,,1,2,1,1,2,2,2,1,32,1,1,3,3,2,3,2,1,1,2,5,3,2,1
495,1,13,10,3,,1,,,,,,,,,,,,,,,,,,,,,,
484,1,13,11,2,,7,2,2,2,2,2,2,1,39,2,1,1,3,7,4,4,5,,2,2,3,9,2
484,1,13,12,2,,10,2,2,2,2,2,2,1,47,1,1,2,3,100,100,4,7,2,3,9,3,12,27
484,1,13,14,2,,10,2,2,2,2,2,2,1,37,1,1,2,3,3,1,2,2,0,2,9,2,2,1
484,1,13,15,7,,7,,,,,,,,,,,,,,,,,,,,,,
484,1,13,16,2,,10,2,2,2,2,2,2,1,47,1,1,1,3,100,2,4,5,2,2,3,2,1,1
484,1,13,17,2,,7,2,2,2,2,2,2,1,39,2,1,2,3,100,3,3,2,1,2,3,1,6,2
484,1,13,19,3,,1,,,,,,,,,,,,,,,,,,,,,,
484,1,13,20,5,57,,,,,,,,,,,,,,,,,,,,,,,
482,1,13,22,1,,,,,,,,,,,,,,,,,,,,,,,,
482,1,13,23,1,,,,,,,,,,,,,,,,,,,,,,,,
482,1,13,25,2,,10,2,2,2,2,2,2,1,44,1,1,1,3,100,1,3,2,888,2,1,0,10,0
481,1,13,31,2,,1,2,2,2,2,2,2,1,21,1,1,2,1,5,4,3,2,888,2,1,4,1,4
481,1,13,32,2,,18,1,1,1,2,2,2,1,54,2,1,2,3,2,2,8,9,1,2,0,1,0,1
481,1,13,33,3,,14,,,,,,,,,,,,,,,,,,,,,,
481,1,13,35,2,,10,2,1,2,2,2,2,1,56,1,1,2,3,1,1,4,5,0,2,11,4,11,4
481,1,13,40,5,40,,,,,,,,,,,,,,,,,,,,,,,
483,1,13,42,2,,10,2,2,2,2,2,1,1,48,1,1,2,3,7,3,3,2,,2,3,3,116,299
483,1,13,43,1,,,,,,,,,,,,,,,,,,,,,,,,
483,1,13,45,2,,10,1,2,2,2,2,1,1,60,1,1,2,3,100,100,6,6,,2,6,3,112,125
483,1,13,46,5,52,,,,,,,,,,,,,,,,,,,,,,,
483,1,13,51,1,,,,,,,,,,,,,,,,,,,,,,,,
489,1,13,52,2,,1,2,2,2,2,2,2,1,33,2,1,2,2,4,4,2,1,1,2,0,1,0,1
493,1,13,61,2,,18,2,2,2,2,2,2,1,53,2,1,3,3,2,100,6,7,,2,25,65,0,0
493,1,13,66,2,,7,2,2,2,2,2,2,1,47,1,1,2,1,7,100,4,3,0.2,2,1,2,1,0
493,1,13,69,2,,10,2,2,2,2,2,2,1,42,1,1,2,3,7,1,4,3,0.5,2,7,3,0,0
489,1,13,71,2,,1,2,2,2,2,2,2,1,25,2,1,2,888,6,4,4,1,1,2,0,1,0,0
489,1,13,73,4,,7,,,,,,,,,,,,,,,,,,,,,,
489,1,13,74,2,,5,2,2,2,2,2,2,1,30,1,1,3,3,2,3,6,7,1,2,10,0,4,2
489,1,13,76,1,,,,,,,,,,,,,,,,,,,,,,,,
487,1,13,82,2,,19,2,2,1,2,2,2,1,60,1,1,3,3,2,1,1,1,0.03,2,3,0,0,0
487,1,13,85,2,,15,2,2,2,2,2,2,1,29,1,1,3,2,6,2,4,1,,2,2,0,0,0
487,1,13,87,4,,32,,,,,,,,,,,,,,,,,,,,,,
487,1,13,88,2,,1,2,2,1,2,2,2,1,23,1,1,3,3,2,3,1,1,888,1,1,1,0,0
487,1,13,90,1,,,,,,,,,,,,,,,,,,,,,,,,
485,1,13,92,1,,,,,,,,,,,,,,,,,,,,,,,,
485,1,13,95,1,,,,,,,,,,,,,,,,,,,,,,,,
485,1,13,98,2,,31,2,2,2,2,2,2,1,35,1,1,2,2,5,2,1,2,2,2,1,0,5,2
485,1,13,100,2,,5,2,2,1,2,2,2,1,48,1,1,2,3,100,1,4,6,21,2,16,0,19,26
242,3,20,1,5,19,,,,,,,,,,,,,,,,,,,,,,,
245,3,20,4,2,,1,2,2,2,2,2,2,1,27,1,1,2,2,6,3,1,1,1,3,0,2,0,0
244,3,20,6,2,,31,1,2,2,2,2,2,1,52,1,1,2,3,100,4,3,4,0.005,2,5,10,2,2
242,3,20,7,2,,1,2,1,1,2,2,2,1,32,1,1,1,1,7,3,2,2,0.5,2,1,2,0,0
242,3,20,8,4,,1,,,,,,,,,,,,,,,,,,,,,,
247,3,20,9,4,,20,,,,,,,,,,,,,,,,,,,,,,
245,3,20,10,2,,17,2,2,2,2,2,2,1,54,1,1,2,2,6,2,1,1,1,2,1,0,6,0
243,3,20,12,2,,20,2,2,2,2,2,2,1,32,2,1,2,1,7,1,1,1,,3,0,0,0,0
243,3,20,13,2,,1,2,2,2,2,2,2,1,42,1,1,2,2,7,1,2,1,,3,0,1,0,0
250,3,20,14,2,,20,2,2,2,2,2,2,1,46,2,1,2,3,6,1,3,2,0.02,2,1,2,1,1
243,3,20,15,2,,1,2,2,2,2,2,2,1,53,2,1,1,1,7,3,1,1,,3,0,1,15,2
246,3,20,16,2,,20,2,2,1,2,2,2,1,35,1,1,1,3,100,1,4,1,0.5,2,1,2,1,1
244,3,20,17,2,,31,1,2,2,2,2,1,1,42,1,1,2,1,6,3,2,1,0.001,2,1,0,0,0
244,3,20,18,4,,1,,,,,,,,,,,,,,,,,,,,,,
245,3,20,19,2,,7,2,2,2,2,2,2,1,30,1,1,2,1,4,3,1,1,1,2,1,4,0,0
244,3,20,20,5,58,,,,,,,,,,,,,,,,,,,,,,,
243,3,20,21,2,,1,2,2,2,2,2,2,1,30,2,1,2,2,1,4,1,1,,3,1,3,0,0
245,3,20,27,2,,1,2,2,2,2,2,2,1,30,2,1,1,2,6,4,2,1,1,3,0,2,0,0
242,3,20,28,2,,7,2,2,1,2,2,2,1,32,1,1,1,3,6,2,2,2,0.5,2,1,1,0,1
246,3,20,29,2,,15,2,2,2,2,2,2,1,32,2,2,1,2,6,3,888,888,0.9,2,1,0,1,0
245,3,20,30,2,,10,2,2,2,2,2,2,1,41,1,1,2,3,6,1,1,2,,2,3,5,10,5
247,3,20,32,2,,17,2,2,2,2,2,2,1,35,2,1,2,3,6,1,888,1,,2,0,4,0,0
242,3,20,33,4,,1,,,,,,,,,,,,,,,,,,,,,,
243,3,20,34,2,,1,2,2,2,2,2,2,1,52,1,1,2,2,7,2,2,1,,3,0,1,0,0
246,3,20,35,2,,31,2,2,2,2,2,2,1,30,2,1,1,3,5,4,2,1,0.8,2,0,1,0,1
244,3,20,36,2,,31,2,1,2,2,2,1,1,27,2,1,2,1,6,3,3,1,0.003,2,0,1,0,1
241,3,20,37,2,,31,2,2,2,2,2,2,1,19,2,1,2,3,7,1,3,2,,1,1,2,1,1
247,3,20,38,2,,,,,,,,,2,,,,,,,,,,,,,,,
247,3,20,39,2,,20,2,2,2,2,2,2,1,25,2,1,2,1,7,1,2,1,0.001,2,0,2,0,1
241,3,20,40,2,,31,2,2,2,2,2,2,1,40,1,1,3,9,100,1,2,2,,2,3,0,0,1
250,3,20,42,2,,1,2,2,2,2,2,2,1,51,1,1,1,3,6,3,1,1,1.4,2,1,0,1,0
246,3,20,43,4,,25,,,,,,,,,,,,,,,,,,,,,,
245,3,20,45,2,,20,2,2,2,2,2,2,1,42,2,1,1,2,1,1,1,1,,3,0,1,0,0
250,3,20,46,2,,1,1,2,2,2,2,2,1,32,2,2,2,2,5,3,2,1,0.02,2,1,2,1,0
246,3,20,47,2,,31,2,2,2,2,2,2,1,24,2,2,2,1,5,3,1,1,0.8,2,0,0,1,1
246,3,20,49,2,,31,2,2,1,2,2,2,1,39,2,1,1,3,100,2,1,1,0.15,2,0,2,0,1
250,3,20,50,4,,1,,,,,,,,,,,,,,,,,,,,,,
245,3,20,51,2,,1,2,2,2,2,2,2,1,32,1,1,2,1,2,3,1,1,,3,1,1,5,2
241,3,20,53,5,37,,,,,,,,,,,,,,,,,,,,,,,
241,3,20,54,1,,,,,,,,,,,,,,,,,,,,,,,,
247,3,20,55,5,55,,,,,,,,,,,,,,,,,,,,,,,
241,3,20,58,2,,31,2,2,2,2,2,2,1,46,2,2,4,888,888,,888,888,,3,0,0,0,0
242,3,20,59,4,,7,,,,,,,,,,,,,,,,,,,,,,
247,3,20,60,2,,20,2,2,2,2,2,2,1,26,1,1,2,1,100,3,1,1,,2,1,0,0,0
250,3,20,61,2,,18,2,2,2,2,2,2,1,31,1,1,2,3,4,3,2,4,0.001,2,1,1,1,3
250,3,20,67,2,,1,2,2,2,2,2,2,1,21,1,1,1,2,1,3,1,1,1,2,1,3,1,0
243,3,20,70,2,,20,2,2,2,2,2,2,1,44,1,1,2,3,5,1,2,1,,3,0,0,1,2
244,3,20,71,5,75,,,,,,,,,,,,,,,,,,,,,,,
246,3,20,73,4,,31,,,,,,,,,,,,,,,,,,,,,,
243,3,20,74,2,,18,2,2,2,2,2,2,1,20,1,1,2,3,3,2,2,3,,3,0,0,0,0
241,3,20,75,2,,31,2,2,2,2,2,2,1,38,1,1,2,3,5,4,6,3,0.5,2,23,0,0,1
302,3,21,2,2,,31,2,2,2,2,2,2,1,24,2,1,1,3,6,4,9,10,1,2,2,2,2,1
302,3,21,9,2,,1,2,2,2,2,2,2,1,26,2,1,2,3,5,4,888,888,888,3,1,3,2,4
301,3,21,11,2,,1,2,2,2,2,2,2,1,30,2,1,2,2,6,3,2,1,,2,0,1,6,8
302,3,21,12,2,,31,2,2,2,2,2,2,1,32,2,1,2,3,2,1,3,888,1,3,3,4,6,3
301,3,21,13,5,81,,,,,,,,,,,,,,,,,,,,,,,
301,3,21,17,2,,1,2,2,2,2,2,2,1,35,2,1,2,2,6,4,1,1,,2,0,1,1,0
307,3,21,19,2,,20,2,2,2,2,2,2,1,25,2,1,2,1,6,3,1,1,,2,0,1,0,0
302,3,21,20,1,,,,,,,,,,,,,,,,,,,,,,,,
305,3,21,22,2,,1,2,2,1,2,2,2,1,23,1,1,2,1,6,1,2,1,0.25,2,1,1,9,1
305,3,21,23,2,,1,2,2,2,2,2,2,1,24,2,2,3,2,6,4,1,2,0.25,2,1,1,6,8
305,3,21,24,2,,1,2,2,2,2,2,2,1,39,1,1,1,2,6,2,1,2,0.25,2,1,1,2,4
